call_id,layout_id,model_key,input_condition,question_id,category,observed,expected,correct,primary_scored,exclusion_reason,format_valid,call_error
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:colored_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:movable_count,movability,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:json_only,BackUp_4,gemini,json_only,BackUp_4:movable_object_relation,movable_object_relation,H,H,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:json_only,BackUp_10,gemini,json_only,BackUp_10:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_10:gemini:image_only,BackUp_10,gemini,image_only,BackUp_10:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:goal_quadrant,coarse_location,C,C,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:json_only,BackUp_3,gemini,json_only,BackUp_3:movable_object_relation,movable_object_relation,F,F,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:goal_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:blue_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:red_quadrant,coarse_location,C,C,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:goal_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_2:gemini:json_only,BackUp_2,gemini,json_only,BackUp_2:movable_object_relation,movable_object_relation,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:goal_shape,shape,A,C,0,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:colored_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:movable_count,movability,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:goal_quadrant,coarse_location,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_4:gemini:image_only,BackUp_4,gemini,image_only,BackUp_4:movable_object_relation,movable_object_relation,H,H,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:colored_count,count_color,F,F,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:movable_count,movability,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:image_only,BackUp_5,gemini,image_only,BackUp_5:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:goal_shape,shape,C,D,0,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:goal_quadrant,coarse_location,C,C,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_3:gemini:image_only,BackUp_3,gemini,image_only,BackUp_3:movable_object_relation,movable_object_relation,F,F,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:colored_count,count_color,F,F,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:movable_count,movability,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_5:gemini:json_only,BackUp_5,gemini,json_only,BackUp_5:movable_object_relation,movable_object_relation,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:image_only,BackUp_7,gemini,image_only,BackUp_7:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:goal_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:blue_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:colored_count,count_color,E,E,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:movable_count,movability,F,F,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:red_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:goal_quadrant,coarse_location,D,D,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_6:gemini:json_only,BackUp_6,gemini,json_only,BackUp_6:movable_object_relation,movable_object_relation,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:red_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:goal_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:blue_count,count_color,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:colored_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:movable_count,movability,E,E,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:horizontal_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:vertical_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:red_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:goal_quadrant,coarse_location,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_7:gemini:json_only,BackUp_7,gemini,json_only,BackUp_7:movable_object_relation,movable_object_relation,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:image_only,BackUp_9,gemini,image_only,BackUp_9:movable_object_relation,movable_object_relation,I,I,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:goal_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:image_only,BackUp_8,gemini,image_only,BackUp_8:movable_object_relation,movable_object_relation,G,G,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:red_shape,shape,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:goal_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:blue_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:colored_count,count_color,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:movable_count,movability,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:horizontal_relation,relative_position,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:vertical_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:red_quadrant,coarse_location,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:goal_quadrant,coarse_location,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:containment,containment,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_9:gemini:json_only,BackUp_9,gemini,json_only,BackUp_9:movable_object_relation,movable_object_relation,I,I,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:red_shape,shape,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:goal_shape,shape,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:blue_count,count_color,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:colored_count,count_color,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:movable_count,movability,D,D,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:horizontal_relation,relative_position,B,B,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:vertical_relation,relative_position,C,C,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:red_quadrant,coarse_location,A,A,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:goal_quadrant,coarse_location,B,B,1,0,within_60px_of_x_or_y_divider,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:containment,containment,A,A,1,1,,1,
task_asset_vqa_v2:BackUp_8:gemini:json_only,BackUp_8,gemini,json_only,BackUp_8:movable_object_relation,movable_object_relation,G,G,1,1,,1,
task_asset_vqa_v2:BalanceUnder_10:gemini:image_only,BalanceUnder_10,gemini,image_only,BalanceUnder_10:red_shape,shape,D,D,1,1,,1,
task_asset_vqa_v2:BalanceUnder_10:gemini:image_only,BalanceUnder_10,gemini,image_only,BalanceUnder_10:goal_shape,shape,D,A,0,1,,1,
task_asset_vqa_v2:BalanceUnder_10:gemini:image_only,BalanceUnder_10,gemini,image_only,BalanceUnder_10:blue_count,count_color,B,B,1,1,,1,
