call_id,cell_id,layout_id,gravity_mode,model_key,format_valid,response_attempt_count,correct,questions,accuracy,error,provider_cost_usd,prompt_tokens,completion_tokens
BalanceUnder_10_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_10_downward,BalanceUnder_10,downward,gpt,1,1,3,3,1.0,,0.02660875,20743,68
BalanceUnder_10_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_10_upward,BalanceUnder_10,upward,gemini,1,1,2,2,1.0,,0.081544,35552,870
BalanceUnder_10_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_10_upward,BalanceUnder_10,upward,gpt,1,1,2,2,1.0,,0.0263675,20670,53
BalanceUnder_2_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_2_downward,BalanceUnder_2,downward,gemini,1,1,1,1,1.0,,0.072026,35407,101
BalanceUnder_2_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_2_downward,BalanceUnder_2,downward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_2_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_2_upward,BalanceUnder_2,upward,gemini,1,1,2,2,1.0,,0.074188,35546,258
BalanceUnder_2_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_2_upward,BalanceUnder_2,upward,gpt,1,1,2,2,1.0,,0.0263675,20670,53
BalanceUnder_3_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_3_downward,BalanceUnder_3,downward,gemini,1,1,1,1,1.0,,0.07187,35407,88
BalanceUnder_3_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_3_downward,BalanceUnder_3,downward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_3_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_3_upward,BalanceUnder_3,upward,gemini,1,1,1,1,1.0,,0.07198,35294,116
BalanceUnder_3_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_3_upward,BalanceUnder_3,upward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_5_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_5_downward,BalanceUnder_5,downward,gemini,1,1,2,2,1.0,,0.075448,35540,364
BalanceUnder_5_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_5_downward,BalanceUnder_5,downward,gpt,1,1,1,2,0.5,,0.02636875,20663,54
BalanceUnder_5_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_5_upward,BalanceUnder_5,upward,gemini,1,1,2,2,1.0,,0.07168,35540,50
BalanceUnder_5_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_5_upward,BalanceUnder_5,upward,gpt,1,1,2,2,1.0,,0.02636875,20663,54
BalanceUnder_6_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_6_downward,BalanceUnder_6,downward,gemini,1,1,1,1,1.0,,0.072326,35407,126
BalanceUnder_6_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_6_downward,BalanceUnder_6,downward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_6_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_6_upward,BalanceUnder_6,upward,gemini,1,1,2,2,1.0,,0.074488,35540,284
BalanceUnder_6_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_6_upward,BalanceUnder_6,upward,gpt,1,1,2,2,1.0,,0.02636875,20663,54
BalanceUnder_7_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_7_downward,BalanceUnder_7,downward,gemini,1,1,1,1,1.0,,0.071126,35407,26
BalanceUnder_7_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_7_downward,BalanceUnder_7,downward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_7_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_7_upward,BalanceUnder_7,upward,gemini,1,1,1,1,1.0,,0.084688,35294,1175
BalanceUnder_7_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_7_upward,BalanceUnder_7,upward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
BalanceUnder_8_downward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_8_downward,BalanceUnder_8,downward,gemini,1,1,2,2,1.0,,0.074068,35546,248
BalanceUnder_8_downward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_8_downward,BalanceUnder_8,downward,gpt,1,1,2,2,1.0,,0.0263675,20670,53
BalanceUnder_8_upward:gemini:temporal_rollout_images_qualitative_v3,BalanceUnder_8_upward,BalanceUnder_8,upward,gemini,1,1,1,1,1.0,,0.083834,35407,1085
BalanceUnder_8_upward:gpt:temporal_rollout_images_qualitative_v3,BalanceUnder_8_upward,BalanceUnder_8,upward,gpt,1,1,1,1,1.0,,0.0261275,20590,39
Balance_10_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_10_downward,Balance_10,downward,gemini,1,1,1,1,1.0,,0.072242,35407,119
Balance_10_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_10_downward,Balance_10,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Balance_10_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_10_upward,Balance_10,upward,gemini,1,1,1,1,1.0,,0.073814,35407,250
Balance_10_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_10_upward,Balance_10,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Balance_1_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_1_downward,Balance_1,downward,gemini,1,1,2,2,1.0,,0.071644,35540,47
Balance_1_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_1_downward,Balance_1,downward,gpt,1,1,2,2,1.0,,0.0263425,20666,51
Balance_1_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_1_upward,Balance_1,upward,gemini,1,1,2,2,1.0,,0.071644,35540,47
Balance_1_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_1_upward,Balance_1,upward,gpt,1,1,2,2,1.0,,0.0263425,20666,51
Balance_2_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_2_downward,Balance_2,downward,gemini,1,1,2,2,1.0,,0.076156,35534,424
Balance_2_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_2_downward,Balance_2,downward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Balance_2_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_2_upward,Balance_2,upward,gemini,1,1,2,2,1.0,,0.07336,35534,191
Balance_2_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_2_upward,Balance_2,upward,gpt,1,1,1,2,0.5,,0.02634375,20659,52
Balance_3_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gemini,1,1,2,2,1.0,,0.073234,35333,214
Balance_3_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_downward,Balance_3,downward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Balance_3_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gemini,1,1,3,3,1.0,,0.0759,35670,380
Balance_3_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_3_upward,Balance_3,upward,gpt,1,1,3,3,1.0,,0.02657125,20737,65
Balance_4_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gemini,1,1,2,2,1.0,,0.07342,35540,195
Balance_4_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_downward,Balance_4,downward,gpt,1,1,2,2,1.0,,0.0263425,20666,51
Balance_4_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gemini,1,1,2,2,1.0,,0.073576,35540,208
Balance_4_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_4_upward,Balance_4,upward,gpt,1,1,2,2,1.0,,0.0263425,20666,51
Balance_5_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_5_downward,Balance_5,downward,gemini,1,1,1,1,1.0,,0.07196,35404,96
Balance_5_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_5_downward,Balance_5,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Balance_5_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_5_upward,Balance_5,upward,gemini,1,1,1,1,1.0,,0.072104,35404,108
Balance_5_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_5_upward,Balance_5,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Balance_7_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gemini,1,1,2,2,1.0,,0.073288,35534,185
Balance_7_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_downward,Balance_7,downward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Balance_7_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gemini,1,1,2,2,1.0,,0.071644,35534,48
Balance_7_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_7_upward,Balance_7,upward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Balance_8_downward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gemini,1,1,2,2,1.0,,0.074656,35534,299
Balance_8_downward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_downward,Balance_8,downward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Balance_8_upward:gemini:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gemini,1,1,2,2,1.0,,0.07309,35333,202
Balance_8_upward:gpt:temporal_rollout_images_qualitative_v3,Balance_8_upward,Balance_8,upward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Basic_10_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_10_downward,Basic_10,downward,gemini,1,1,1,1,1.0,,0.072242,35407,119
Basic_10_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_10_downward,Basic_10,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_10_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_10_upward,Basic_10,upward,gemini,1,1,1,1,1.0,,0.072686,35407,156
Basic_10_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_10_upward,Basic_10,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_1_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_1_downward,Basic_1,downward,gemini,1,1,1,1,1.0,,0.0722,35404,116
Basic_1_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_1_downward,Basic_1,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_1_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_1_upward,Basic_1,upward,gemini,1,1,1,1,1.0,,0.072188,35404,115
Basic_1_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_1_upward,Basic_1,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_2_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gemini,1,1,2,2,1.0,,0.071644,35534,48
Basic_2_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_2_downward,Basic_2,downward,gpt,1,1,2,2,1.0,,0.02634375,20659,52
Basic_2_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_2_upward,Basic_2,upward,gemini,1,1,1,1,1.0,,0.072308,35404,125
Basic_2_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_2_upward,Basic_2,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_6_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_6_downward,Basic_6,downward,gemini,1,1,1,1,1.0,,0.072104,35404,108
Basic_6_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_6_downward,Basic_6,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_6_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_6_upward,Basic_6,upward,gemini,1,1,1,1,1.0,,0.071984,35404,98
Basic_6_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_6_upward,Basic_6,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_7_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_downward,Basic_7,downward,gemini,1,1,1,1,1.0,,0.072704,35404,158
Basic_7_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_downward,Basic_7,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_7_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gemini,1,1,3,3,1.0,,0.076296,35670,413
Basic_7_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_7_upward,Basic_7,upward,gpt,1,1,2,3,0.6666666666666666,,0.02657125,20737,65
Basic_8_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_8_downward,Basic_8,downward,gemini,1,1,1,1,1.0,,0.072296,35404,124
Basic_8_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_8_downward,Basic_8,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_8_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_8_upward,Basic_8,upward,gemini,1,1,1,1,1.0,,0.072524,35404,143
Basic_8_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_8_upward,Basic_8,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_9_downward:gemini:temporal_rollout_images_qualitative_v3,Basic_9_downward,Basic_9,downward,gemini,1,1,1,1,1.0,,0.072248,35404,120
Basic_9_downward:gpt:temporal_rollout_images_qualitative_v3,Basic_9_downward,Basic_9,downward,gpt,1,1,1,1,1.0,,0.026115,20588,38
Basic_9_upward:gemini:temporal_rollout_images_qualitative_v3,Basic_9_upward,Basic_9,upward,gemini,1,1,1,1,1.0,,0.072632,35404,152
Basic_9_upward:gpt:temporal_rollout_images_qualitative_v3,Basic_9_upward,Basic_9,upward,gpt,1,1,1,1,1.0,,0.026115,20588,38
FallingAlt_10_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_10_downward,FallingAlt_10,downward,gemini,1,1,1,1,1.0,,0.072536,35410,143
FallingAlt_10_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_10_downward,FallingAlt_10,downward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_10_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_10_upward,FallingAlt_10,upward,gemini,1,1,1,1,1.0,,0.072656,35410,153
FallingAlt_10_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_10_upward,FallingAlt_10,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_1_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_1_downward,FallingAlt_1,downward,gemini,1,1,1,1,1.0,,0.07205,35407,103
FallingAlt_1_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_1_downward,FallingAlt_1,downward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_1_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_1_upward,FallingAlt_1,upward,gemini,1,1,1,1,1.0,,0.072026,35407,101
FallingAlt_1_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_1_upward,FallingAlt_1,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_2_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gemini,1,1,2,2,1.0,,0.074152,35546,255
FallingAlt_2_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_downward,FallingAlt_2,downward,gpt,1,1,2,2,1.0,,0.0263925,20674,55
FallingAlt_2_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gemini,1,1,3,3,1.0,,0.076662,35679,442
FallingAlt_2_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_2_upward,FallingAlt_2,upward,gpt,1,1,3,3,1.0,,0.02664625,20749,71
FallingAlt_3_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gemini,1,1,2,2,1.0,,0.07372,35546,219
FallingAlt_3_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_downward,FallingAlt_3,downward,gpt,1,1,2,2,1.0,,0.0263925,20674,55
FallingAlt_3_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gemini,1,1,2,2,1.0,,0.075736,35546,387
FallingAlt_3_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_3_upward,FallingAlt_3,upward,gpt,1,1,2,2,1.0,,0.0263925,20674,55
FallingAlt_4_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_4_downward,FallingAlt_4,downward,gemini,1,1,1,1,1.0,,0.072338,35407,127
FallingAlt_4_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_4_downward,FallingAlt_4,downward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_4_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_4_upward,FallingAlt_4,upward,gemini,1,1,1,1,1.0,,0.07205,35407,103
FallingAlt_4_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_4_upward,FallingAlt_4,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_5_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gemini,1,1,2,2,1.0,,0.07168,35540,50
FallingAlt_5_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_downward,FallingAlt_5,downward,gpt,1,1,1,2,0.5,,0.02639375,20667,56
FallingAlt_5_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gemini,1,1,2,2,1.0,,0.073708,35540,219
FallingAlt_5_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_5_upward,FallingAlt_5,upward,gpt,1,1,2,2,1.0,,0.02639375,20667,56
FallingAlt_6_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_6_downward,FallingAlt_6,downward,gemini,1,1,1,1,1.0,,0.072206,35407,116
FallingAlt_6_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_6_downward,FallingAlt_6,downward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_6_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_6_upward,FallingAlt_6,upward,gemini,1,1,1,1,1.0,,0.07199,35407,98
FallingAlt_6_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_6_upward,FallingAlt_6,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_7_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_7_downward,FallingAlt_7,downward,gemini,1,1,1,1,1.0,,0.072206,35407,116
FallingAlt_7_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_7_downward,FallingAlt_7,downward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_7_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_7_upward,FallingAlt_7,upward,gemini,1,1,1,1,1.0,,0.072578,35407,147
FallingAlt_7_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_7_upward,FallingAlt_7,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
FallingAlt_8_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gemini,1,1,2,2,1.0,,0.0754,35546,359
FallingAlt_8_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_downward,FallingAlt_8,downward,gpt,1,1,1,2,0.5,,0.0263925,20674,55
FallingAlt_8_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gemini,1,1,2,2,1.0,,0.075304,35546,351
FallingAlt_8_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_8_upward,FallingAlt_8,upward,gpt,1,1,2,2,1.0,,0.0263925,20674,55
FallingAlt_9_downward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gemini,1,1,2,2,1.0,,0.07168,35540,50
FallingAlt_9_downward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_9_downward,FallingAlt_9,downward,gpt,1,1,2,2,1.0,,0.02639375,20667,56
FallingAlt_9_upward:gemini:temporal_rollout_images_qualitative_v3,FallingAlt_9_upward,FallingAlt_9,upward,gemini,1,1,1,1,1.0,,0.072326,35407,126
FallingAlt_9_upward:gpt:temporal_rollout_images_qualitative_v3,FallingAlt_9_upward,FallingAlt_9,upward,gpt,1,1,1,1,1.0,,0.02614,20592,40
Falling_10_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gemini,1,1,2,2,1.0,,0.073636,35540,213
Falling_10_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_downward,Falling_10,downward,gpt,1,1,2,2,1.0,,0.02636875,20663,54
Falling_10_upward:gemini:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gemini,1,1,2,2,1.0,,0.07457,35335,325
Falling_10_upward:gpt:temporal_rollout_images_qualitative_v3,Falling_10_upward,Falling_10,upward,gpt,1,1,1,2,0.5,,0.02636875,20663,54
Falling_1_downward:gemini:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gemini,1,1,1,2,0.5,,0.074284,35534,268
Falling_1_downward:gpt:temporal_rollout_images_qualitative_v3,Falling_1_downward,Falling_1,downward,gpt,1,1,2,2,1.0,,0.02636875,20663,54
